name,team,fifa_OVA,fifa_POT

J. Molenberghs,KVC Westerlo,65,66

E. Vera,Necaxa,65,71

K. Álvarez,Santos Laguna,65,68

J. González,Necaxa,65,69

M. Vidal,Tiburones Rojos de Veracruz,65,65

O. Mendoza,Cruz Azul,65,65

C. Gutiérrez,Puebla,65,66

A. Stavpets,FC Ural,65,65

N. Marinković,Perth Glory,65,65

R. Wolters,Go Ahead Eagles,65,66

N. Rnić,Wolfsberger AC,65,65

D. Seaborne,Hamilton Academical FC,65,65

E. Butin,Valenciennes FC,65,65

C. Klem,Wolfsberger AC,65,68

G. Dufour,KAS Eupen,65,65

J. Sudić,BK Häcken,65,68

U. Eusepi,Pisa,65,66

K. Diaz,Red Star FC,65,65

T. Mickel,Hamburger SV,65,65

D. McDermott,Rochdale,65,65

T. Archibald-Henville,Exeter City,65,66

P. Madden,Scunthorpe United,65,67

J. Wallace,Sheffield United,65,68

M. Marshall,Bradford City,65,65

L. O'Neill,Southend United,65,70

M. Budziński,Cracovia,65,69

M. Muscat,Melbourne City,65,65

O. Söderberg,Kalmar FF,65,67

N. Nieveld,Go Ahead Eagles,65,65

J. Bowery,Leyton Orient,65,67

L. Taylor,AFC Wimbledon,65,67

M. Abdellaoue,Aalesunds FK,65,65

M. Solheim,Hammarby IF,65,65

T. Fontaine,Clermont Foot 63,65,71

D. Powell,Milton Keynes Dons,65,68

M. Sundli,Sarpsborg 08 FF,65,69

T. Ricketts,Toronto FC,65,65

H. Vučkić,Bradford City,65,70

B. Inman,Peterborough United,65,71

F. Affolter,FC Luzern,65,69

K. Brands,Go Ahead Eagles,65,65

D. Stenderup,Esbjerg fB,65,66

M. Sandberg,Vålerenga Fotball,65,69

D. Petrucci,Çaykur Rizespor,65,65

J. Isijara,Necaxa,65,65

K. Kikuchi,Omiya Ardija,65,65

M. Yasuda,Nagoya Grampus,65,65

L. Atakora,Helsingborgs IF,65,67

Jeong Hyuk,Jeonbuk Hyundai Motors,65,65

A. García,U.N.A.M.,65,69

Yoo Hyun,FC Seoul,65,65

A. Al Asta,Al Shabab,65,65

Dong Xuesheng,Free,65,66

Lee Ji Nam,Jeonnam Dragons,65,65

E. Wahlström,BK Häcken,65,65

D. Verkhovtsov,Korona Kielce,65,65

J. Steer,Aston Villa,65,71

M. Marrone,Adelaide United,65,65

S. Neville,Western Sydney Wanderers,65,65

M. Sans,Chamois Niortais FC,65,65

E. Jonassen,FK Bodø/Glimt,65,70

Thiago Cardoso,Estoril Praia,65,72

A. Dykstra,D.C. United,65,65

F. Pisacane,Cagliari,65,65

F. Kurto,Excelsior,65,67

L. Burliga,Jagiellonia Białystok,65,65

L. Öhman,Nagoya Grampus,65,70

F. Nouble,Gillingham,65,68

P. Branduani,Ferrara (SPAL),65,66

S. Jakobsen,Silkeborg IF,65,70

V. Jovanović,Termalica Bruk-Bet Nieciecza,65,65

M. Vidal,Toulouse FC,65,69

S. Paul,Free,65,65

B. Kee,Accrington Stanley,65,66

S. Moore,Sheffield United,65,69

M. Dumbuya,Partick Thistle F.C.,65,65

A. Kontsedalov,FC Krylya Sovetov Samara,65,67

E. Bashkirov,FC Krylya Sovetov Samara,65,69

B. Bonilla,Fortaleza FC,65,65

António Filipe,Grupo Desportivo de Chaves,65,65

L. Moult,Motherwell,65,70

Dani Jiménez,AD Alcorcón,65,67

T. Parkes,Leyton Orient,65,66

N. Mendez-Laing,Rochdale,65,71

A. Turan,Stade de Reims,65,72

C. Hussey,Sheffield United,65,66

A. Corzo,Free,65,66

J. Sánchez,Free,65,65

S. Wieser,Reading,65,73

C. Butcher,Millwall,65,69

L. Gil,Querétaro,65,75

K. Al Mousa,Al Wehda,65,65

C. McAleny,Everton,65,69

A. Straith,Free,65,68

A. Okugo,Portland Timbers,65,69

K. Appiah,Crystal Palace,65,67

J. Orlov,SK Brann,65,65

A. Aras,Antalyaspor,65,65

F. Doré,Angers SCO,65,66

A. Faltsetas,Djurgårdens IF,65,65

M. Connolly,Crawley Town,65,71

X. Kouassi,New England Revolution,65,67

S. Bain,Dundee FC,65,71

P. Bouby,US Orléans Loiret Football,65,65

F. L'Hostis,Clermont Foot 63,65,66

J. Mustoe,KVC Westerlo,65,67

F. Paghera,Avellino,65,68

R. Gigolaev,Amkar Perm,65,66

K. Dawson,Yeovil Town,65,66

E. Moberg,Örebro SK,65,65

R. Bergkamp,Sparta Rotterdam,65,69

G. Allison,Cruz Azul,65,66

N. Schindelholz,FC Thun,65,65

M. Novak,SV Mattersburg,65,68

G. Angoula,Nîmes Olympique,65,65

M. Hautbois,Stade Lavallois Mayenne FC,65,71

J. Bertilsson,Gefle IF,65,65

M. Karner,Derry City,65,68

G. Trauner,SV Josko Ried,65,70

Alex,Hammarby IF,65,67

M. Königs,Würzburger Kickers,65,66

J. Forster-Caskey,Rotherham United,65,74

A. Tutte,Bury,65,66

O. Gaona Lugo,Bahía Blanca,65,66

J. Banton,Crawley Town,65,70

E. Kafkasyalı,Kardemir Karabükspor,65,65

L. Williams,Scunthorpe United,65,73

M. Lalkovič,Portsmouth,65,72

Lee Jae Moung,Sangju Sangmu FC,65,70

R. Leonard,Southend United,65,74

G. Beretta,Chiavari,65,70

E. Zec,Kardemir Karabükspor,65,65

G. Gigliotti,Ascoli,65,68

Ronaldo,Salerno,65,65

J. Morris,Scunthorpe United,65,68

C. Knasmüllner,FC Admira Wacker Mödling,65,70

O. Banks,Oldham Athletic,65,69

N. Dumitru,Nottingham Forest,65,68

K. Bulut,Western Sydney Wanderers,65,69

Odaïr Fortes,Stade de Reims,65,65

A. Rakowski,Zagłębie Lubin,65,67

T. Agdestein,FK Haugesund,65,70

A. Campagnacci,Benevento Calcio,65,65

K. Simon,1860 München,65,68

J. Riedel,FC Erzgebirge Aue,65,70

C. Winchester,Oldham Athletic,65,72

C. Remmer,Molde FK,65,73

D. Amankwaa,FC København,65,72

J. Gatt,Molde FK,65,65

D. Petratos,Brisbane Roar,65,69

C. Korb,D.C. United,65,65

M. Farfan,Seattle Sounders FC,65,65

H. Jimenez,Columbus Crew SC,65,65

O. Hansen,Sarpsborg 08 FF,65,65

M. Ødegaard,Tromsø IL,65,73

Kim Ho Nam,Jeju United FC,65,65

E. Cummins,Go Ahead Eagles,65,67

Kim Byeong Oh,Suwon FC,65,65

C. Wernitznig,Wolfsberger AC,65,66

T. Röcher,SV Mattersburg,65,68

Javi Hernández,Górnik Łęczna,65,65

J. Persson,Hammarby IF,65,65

Weslley,Shonan Bellmare,65,70

J. Stephens,Southampton,65,74

Ko Moo Yeol,Jeonbuk Hyundai Motors,65,66

Kim Oh Gyu,Sangju Sangmu FC,65,67

E. Rivera,Club Atlas,65,69

M. Ureña,Brøndby IF,65,67

D. Wiklander,Hammarby IF,65,65

C. Wede,Helsingborgs IF,65,66

T. Monconduit,Amiens SC Football,65,67

S. Wootton,Milton Keynes Dons,65,69

J. Brillante,Sydney FC,65,72

A. Smith,Northampton Town,65,73

J. Reeves,AFC Wimbledon,65,72

A. Schalk,Ross County FC,65,72

L. Laing,Notts County,65,72

I. Salah,Free,65,65

O. Roshi,Terek Grozny,65,68

R. Korte,1. FC Union Berlin,65,65

M. Alhassan,Perugia,65,70

K. Rogulj,FC Luzern,65,65

H. Van Crombrugge,KAS Eupen,65,70

S. Mussmann,Vercelli,65,74

J. Sternberg,SV Werder Bremen,65,71

D. Mohamed,Royal Excel Mouscron,65,66

B. Nugent,Crewe Alexandra,65,71

R. Frikèche,AC Ajaccio,65,70

S. Elbers,Excelsior,65,69

D. Leadbitter,Bristol Rovers,65,65

S. Sama,VfB Stuttgart,65,72

J. Derstroff,SV Sandhausen,65,70

D. Andrade,Santos Laguna,65,71

Gus Ledes,RC Celta de Vigo,65,72

Lee Jong Won,Seongnam FC,65,66

Sin Yeong Joon,Sangju Sangmu FC,65,65

C. McHugh,Motherwell,65,71

S. Auer,SK Rapid Wien,65,69

I. Tandia,Tours FC,65,71

B. Samba,Olympique de Marseille,65,69

Jeon Woo Young,Jeonnam Dragons,65,65

J. van Ewijk,Go Ahead Eagles,65,70

Y. Otsu,Kashiwa Reysol,65,66

F. Helstrup,Helsingborgs IF,65,72

D. Pedersen,Aarhus GF,65,71

P. Klement,1. FSV Mainz 05,65,71

Jo Young Cheol,Sangju Sangmu FC,65,65

A. Filtsov,Arsenal Tula,65,67

M. Borjan,Free,65,66

R. Fredericks,Fulham,65,72

E. Boldewijn,Crawley Town,65,71

A. Juel Andersen,Aarhus GF,65,69

T. Kløve,SønderjyskE,65,66

J. Husband,Middlesbrough,65,74

A. MacDonald,Barnsley,65,73

A. López,Al Khaleej,65,70

P. Terracciano,Salerno,65,66

F. Kaplan,Antalyaspor,65,65

B. Tashchy,VfB Stuttgart,65,73

J. Murphy,Norwich City,65,75

H. Toffolo,Scunthorpe United,65,75

S. Dursun,SpVgg Greuther Fürth,65,69

B. Uphoff,VfB Stuttgart,65,71

U. Budak,Kayserispor,65,66

D. Georgievski,Melbourne Victory,65,65

C. Robinson,Preston North End,65,77

J. Willis,Coventry City,65,74

T. Naylor,Burton Albion,65,70

C. Walton,Luton Town,65,79

R. Streete,Port Vale,65,73

C. Lade,New York Red Bulls,65,67

D. Samuel,Reading,65,73

P. Charruau,SC Bastia,65,70

Lee Seul Chan,Jeonnam Dragons,65,73

M. Broberg,Örebro SK,65,66

J. Blomberg,AIK,65,65

R. Meara,New York Red Bulls,65,71

C. Reilly,Burton Albion,65,74

N. Tkalčić,IFK Norrköping,65,66

L. Grozurek,FC Admira Wacker Mödling,65,68

S. Odelusi,Rochdale,65,72

A. Karamanos,F. Santa Maria da Feira,65,68

Yeo Reum,GwangJu FC,65,66

Park Soo Chang,Sangju Sangmu FC,65,66

V. Ciupercă,FC Tom Tomsk,65,71

Pallarés,Universidad Católica de Murcia CF,65,65

Aitor García,Cádiz C.F.,65,72

L. Thürauer,SKN St. Pölten,65,65

K. Koubemba,Sint-Truidense VV,65,69

M. Ndoye-Baye,RC Strasbourg,65,71

A. Kurdy,Al Ahli,65,68

K. Osyra,Termalica Bruk-Bet Nieciecza,65,70

E. Zenga,SV Sandhausen,65,71

Bae Il Hwan,Jeju United FC,65,65

T. Pettersson,IFK Göteborg,65,66

M. Danielsson,GIF Sundsvall,65,66

C. Hérelle,ES Troyes AC,65,71

T. Chow,Ross County FC,65,74

Z. Bytyqi,Viking FK,65,79

M. Bossaerts,KV Oostende,65,75

R. Buwalda,N.E.C.,65,71

J. Croux,Willem II,65,71

G. Williams,Milton Keynes Dons,65,75

K. Asiri,Al Faisaly,65,65

H. Shaian,Al Nassr,65,67

S. Al Qumayzi,Al Shabab,65,70

P. Wiegers,SG Dynamo Dresden,65,66

T. Anderson,Chesterfield,65,71

C. Maxwell,Preston North End,65,69

E. Acolatse,KVC Westerlo,65,73

M. Lewandowski,Pogoń Szczecin,65,70

Augusto,Śląsk Wrocław,65,65

A. Wailbi,Al Nassr,65,68

M. Al Fehaid,Al Fateh,65,68

R. Sufyani,Al Nassr,65,65

A. Bo Shagra,Al Fateh,65,65

D. Gravenberch,Reading,65,76

U. Germano,Vercelli,65,72

F. Beziouen,US Orléans Loiret Football,65,65

B. Edomwonyi,SK Sturm Graz,65,72

B. McKay,Rangers,65,76

K. Moleko,Kaizer Chiefs,65,66

T. Hölscher,FC Twente,65,72

O. Ademi,SV Josko Ried,65,69

G. Gope-Fenepej,Amiens SC Football,65,65

C. Burgess,Portsmouth,65,70

J. Al Bishi,Al Raed,65,65

R. Klaasen,Sparta Rotterdam,65,70

I. Abdulaziz,Al Faisaly,65,65

R. Ofosu,N.E.C.,65,68

K. Gutiérrez,Club Tijuana,65,73

B. Smith,Bournemouth,65,75

P. Oleksy,Ruch Chorzów,65,69

A. Belmonte,Dijon FCO,65,73

A. Touré,FC Nantes,65,75

M. Kuster,SV Mattersburg,65,71

C. Schilling,SCR Altach,65,69

K. Dobras,SK Sturm Graz,65,70

M. Schmerböck,SK Sturm Graz,65,70

Nuno Campos,CD Nacional,65,71

E. Nefiz,Gaziantepspor,65,76

T. Ebner,FC Admira Wacker Mödling,65,69

L. Quintana,U.N.A.M.,65,69

M. Abusabaan,Al Fateh,65,67

Jin Seong Wook,Incheon United FC,65,72

W. Suwayyid,Al Faisaly,65,65

F. Tchenkoua,Sint-Truidense VV,65,70

H. Mahbub,Ettifaq FC,65,71

A. Ateef,Al Hilal,65,73

B. Adjei-Boateng,Strømsgodset IF,65,74

E. Sarraj,Al Ahli,65,65

De La Hoz,Real Betis Balompié,65,73

T. Hołota,DSC Arminia Bielefeld,65,67

A. Pazio,Ruch Chorzów,65,69

L. Kassi,Stabæk Fotball,65,69

P. Azogue,Free,65,74

N. Mohammed,BK Häcken,65,73

L. McCullough,Doncaster Rovers,65,73

S. Facey,SC Heerenveen,65,75

G. Andonian,Olympique de Marseille,65,76

P. McGinn,Chesterfield,65,68

L. Fenton,Wellington Phoenix,65,69

Wellington Lima,CS Marítimo,65,68

S. Amro,Al Taawoun,65,66

D. Nazarov,FC Erzgebirge Aue,65,67

Jeong Dong Ho,Ulsan Hyundai Horang-i,65,67

C. Nsikulu,Stade Lavallois Mayenne FC,65,71

M. Grimes,Leeds United,65,76

J. Vanlerberghe,KV Mechelen,65,75

B. King,Inverness Caledonian Thistle,65,70

K. Bazelyuk,Estoril Praia,65,69

D. Martínez,New York City Football Club,65,70

I. Toney,Shrewsbury,65,77

V. Zapata,Atlético Bucaramanga,65,65

M. Petrasso,Queens Park Rangers,65,76

M. Lackner,FC Admira Wacker Mödling,65,68

Park Yong Ji,Seongnam FC,65,71

J. Obiang,ES Troyes AC,65,74

W. Burns,Aberdeen,65,73

J. Suk,Go Ahead Eagles,65,66

D. Kinsombi,Karlsruher SC,65,75

M. Sarr,VfL Wolfsburg,65,73

A. Hoole,Newcastle Jets,65,70

K. Bekker,Montreal Impact,65,66

Z. Clough,Bolton Wanderers,65,76

B. Moe,FK Bodø/Glimt,65,70

A. Conte,Stade de Reims,65,73

T. Al Absi,Al Taawoun,65,68

S. Piette,Free,65,70

C. Wilkinson,Chesterfield,65,71

J. Ferrari,Club Atlético Patronato,65,65

S. Horvath,SK Sturm Graz,65,77

S. Miangue,Inter,65,75

J. Ring,Kalmar FF,65,67

I. Berezovskyi,SV Darmstadt 98,65,69

A. Jahn,Columbus Crew SC,65,68

J. Blåbjerg,Aalborg BK,65,74

N. Poulsen,Randers FC,65,73

A. Taylor-Sinclair,Doncaster Rovers,65,69

F. Sánchez,CD Cobresal,65,65

S. López,Jaguares Fútbol Club,65,65

K. Gorré,Northampton Town,65,73

Robert Costa,RC Celta de Vigo,65,75

M. Uhre,SønderjyskE,65,75

J. Zea,Águilas Doradas,65,65

C. Ceballos,Deportivo Pasto,65,65

Y. Reyna,FC Red Bull Salzburg,65,68

L. Calderón,Deportivo Cali,65,67

N. Morantes,Boyacá Chicó FC,65,65

D. Murillo,Junior FC,65,74

T. Kleindienst,1. FC Heidenheim,65,73

A. Navarro,Puebla,65,65

A. Correa,Boyacá Chicó FC,65,74

J. Guillermo,Deportivo Pasto,65,67

A. Lima,Al Wehda,65,66

L. Pavez,Colo-Colo,65,75

N. Orellana,Everton de Viña del Mar,65,74

F. Rodríguez,Águilas Doradas,65,65

M. Balanta,Atlético Bucaramanga,65,67

D. Novoa,La Equidad,65,67

D. Palacios,Boyacá Chicó FC,65,65

R. Ureña,Universidad de Chile,65,73

E. Chaux,Alianza Petrolera,65,71

J. Meza,Águilas Doradas,65,74

J. Ortiz,FC Dallas,65,65

C. Vargas,Atlético Nacional,65,67

N. Veloso,Santiago Wanderers,65,65

J. Romo,Everton de Viña del Mar,65,67

A. Parra,Santiago Wanderers,65,67

H. Bjørdal,Brighton & Hove Albion,65,75

M. Biskupović,Kalmar FF,65,66

G. Sepúlveda,San Luis de Quillota,65,66

M. Al Nakhli,Al Ittihad,65,72

L. Velázquez,Deportivo Pasto,65,66

F. Godoy,Talleres de Cordoba,65,69

F. Mattia,San Juan,65,66

E. Brítez,Unión,65,69

S. Zurbriggen,Club Atlético Lanús,65,66

P. Míguez,Puebla,65,65

M. Zenteno,Deportes Iquique,65,65

N. Bertocchi,Club Atlético Patronato,65,65

E. Olivera,Santa Fe,65,69

L. Menossi,Club Atlético Tigre,65,73

M. Galmarini,Club Atlético Tigre,65,65

M. Escobar,Quilmes Atlético Club,65,65

B. Cargill,Gillingham,65,78

O. Carniello,Rafaela,65,65

J. Sacks,Bahía Blanca,65,65

J. Mansilla,Bahía Blanca,65,65

J. Velázquez,Belgrano de Córdoba,65,65

L. Pérez Godoy,Junín,65,71

Carlos,CD Numancia,65,69

R. Iberbia,Santa Fe,65,67

B. Chardonnet,Stade Brestois 29,65,78

D. Fisher,Rotherham United,65,71

V. Da Silva,Perugia,65,71

A. Boljević,Waasland-Beveren,65,74

Roberto,CD Mirandés,65,69

S. Bannigan,Partick Thistle F.C.,65,70

K. Mensah,Esbjerg fB,65,68

L. Lambooij,Go Ahead Eagles,65,65

F. Černych,Jagiellonia Białystok,65,68

M. Tounkara,Lazio,65,77

E. Hyndman,Bournemouth,65,78

N. Safronidi,FC Ufa,65,65

A. Al Khaibari,Al Nassr,65,67

O. Benítez,Club Atlético Tigre,65,69

F. Rasic,G. La Plata,65,71

A. Martínez,Florencio Varela,65,71

M. Lepe,CD Universidad de Concepción,65,65

A. D'Angelo,Avellino,65,65

S. Nutz,SV Josko Ried,65,68

K. Azamoum,ES Troyes AC,65,66

I. Bebou,Fortuna Düsseldorf,65,75

F. Kaufmann,FC Erzgebirge Aue,65,70

S. Hertner,FC Erzgebirge Aue,65,68

P. Mwene,1. FC Kaiserslautern,65,74

M. Goblet,Waasland-Beveren,65,73

A. Gunn,Manchester City,65,79

J. Bandowski,VfL Bochum,65,72

Akapo,SD Huesca,65,71

M. Cremonesi,Ferrara (SPAL),65,65

C. Long,Fleetwood Town,65,75

M. Bloom,Toronto FC,65,65

R. Chen,Águilas Doradas,65,73

Bruno Lopes,FC Arouca,65,74

C. Washington,Queens Park Rangers,65,72

P. Vegetti,G. La Plata,65,65

A. Hjulsager,Brøndby IF,65,73

I. Benegas,Quilmes Atlético Club,65,65

S. Allagbé,Chamois Niortais FC,65,73

A. Bjelica,KV Mechelen,65,71

J. Domínguez,Junior FC,65,65

F. Dutari,Junín,65,65

S. Gbohouo,Free,65,68

R. Villarraga,Deportivo Pasto,65,67

Felipe Ovono,Orlando Pirates,65,73

J. Windass,Rangers,65,74

M. Helik,Ruch Chorzów,65,70

M. García,G. La Plata,65,66

N. Ferreyra,Belgrano de Córdoba,65,72

J. Mezú,Águilas Doradas,65,65

Cedric,RCD Mallorca,65,71

M. Valjent,Terni,65,75

S. Šimić,Royal Excel Mouscron,65,73

D. Oyarzún,CD Palestino,65,70

L. Mancinelli,Temperley,65,66

L. Pérez,Ascoli,65,66

D. Dussaut,Sint-Truidense VV,65,73

A. Zárate,Temperley,65,73

A. Salétros,AIK,65,74

A. González,Club Atlético Patronato,65,65

G. Paquiez,Nîmes Olympique,65,74

C. Mahoney,Blackburn Rovers,65,79

Marcelo Djaló,CD Lugo,65,72

S. Ceballos,Puebla,65,70

J. Alonso,Free,65,72

M. Astina,Junín,65,75

Rufo,RCD Espanyol,65,70

E. Pérez,Puebla,65,71

L. Venuti,Benevento Calcio,65,73

J. von Haacke,N.E.C.,65,71

J. Cabión,CD Cobresal,65,65

D. Davydov,Spartak Moscow,65,75

Angeliño,Manchester City,65,80

D. Ortiz,Racing Club,65,70

M. Al Khaibari,Al Ittihad,65,69

J. Hugill,Preston North End,65,71

Guille Donoso,Córdoba CF,65,75

C. Rivas,Orlando City Soccer Club,65,74

A. El Messaoudi,KV Mechelen,65,73

N. Eliasson,IFK Norrköping,65,72

E. Gómez,Florencio Varela,65,70

Alain Oyarzun,CD Mirandés,65,71

D. Kownacki,Lech Poznań,65,79

D. Björnquist,Örebro SK,65,66

Ricardo Vaz,CF Reus Deportiu,65,77

N. Tapia,Deportivo Pasto,65,67

M. Blázquez,Everton de Viña del Mar,65,68

Pablo Maffeo,Manchester City,65,82

M. Samuelsen,Blackburn Rovers,65,79

K. Al Kaabi,Al Hilal,65,71

Lee Chang Min,Jeju United FC,65,72

N. Nyauza,Orlando Pirates,65,68

M. Hairston,Colorado Rapids,65,68

Y. Barnawi,Al Qadisiyah,65,68

E. Miller,Colorado Rapids,65,70

S. Skrabb,Gefle IF,65,73

R. Lindkvist,Vålerenga Fotball,65,68

N. Hagglund,Toronto FC,65,73

P. Tavima,Alianza Petrolera,65,65

Pedro Ribeiro,Orlando City Soccer Club,65,68

No Dong Geon,Suwon Samsung Bluewings,65,70

D. Lovitz,Toronto FC,65,67

A. Morelos,HJK,65,77

F. De la Fuente,Quilmes Atlético Club,65,65

Y. Sallahi,Karlsruher SC,65,73

Lee Ju Yong,Jeonbuk Hyundai Motors,65,71

A. Koryan,Vitesse,65,73

J. Watts,Colorado Rapids,65,69

B. Urueña,Corporación Club Deportivo Tuluá,65,71

Yang Hyung Mo,Suwon Samsung Bluewings,65,69

A. Ajeti,FC St. Gallen,65,72

O. Barreto,Millonarios FC,65,74

D. Ball,Rotherham United,65,75

H. Winks,Tottenham Hotspur,65,76

Ivi,Sevilla Atlético,65,72

B. Bellot,RB Leipzig,65,67

M. Friedrich,FC Augsburg,65,75

N. Vergos,Real Madrid CF,65,74

J. Glad,Real Salt Lake,65,75

F. Escobar,Newell's Old Boys,65,73

M. Manotas,Houston Dynamo,65,71

D. Rodríguez,River Plate,65,75

Y. Asad,Vélez Sarsfield,65,75

D. Follonier,FC Sion,65,75

H. Fertoli,Newell's Old Boys,65,74

Kang Sang Woo,Pohang Steelers,65,71

F. Grillo,Vélez Sarsfield,65,69

E. Lancini,Brescia,65,72

A. Mena,Free,65,65

F. Cristaldo,Rayo Vallecano,65,72

J. Fortes,Excelsior,65,66

J. Biada,Eintracht Braunschweig,65,70

C. Manea,Royal Excel Mouscron,65,77

L. Prichoda,Banfield,65,65

Z. Gordon,Partick Thistle F.C.,65,70

R. Boujedra,GFC Ajaccio,65,73

A. Çeviker,Akhisar Belediyespor,65,67

M. Al Furayj,Al Khaleej,65,65

F. Yaman,Kayserispor,65,74

M. Asenjo,Banfield,65,70

S. Clémence,Tours FC,65,65

W. Dammers,Feyenoord,65,69

C. Jopia,CD Huachipato,65,70

M. Schulz,Borussia Mönchengladbach,65,77

S. Grahovac,SK Rapid Wien,65,73

F. Acosta,Villarreal CF,65,75

D. González,Temperley,65,66

A. Gruber,SK Sturm Graz,65,74

H. Matthys,KVC Westerlo,65,75

V. Vasic,Grasshopper Club Zürich,65,68

Sergi Canós,Norwich City,65,73

N. Breitenbruch,Independiente,65,74

G. Diaz,Millonarios FC,65,75

P. Moskwik,Piast Gliwice,65,68

Diego Aguirre,Rayo Vallecano,65,66

J. de Wijs,PSV,65,73

N. Barella,Cagliari,65,81

N. Olij,AZ,65,75

O. Aydoğan,Beşiktaş JK,65,80

S. Leuko,CD Lugo,65,72

N. Stefanelli,Florencio Varela,65,77

T. Romanchuk,Jagiellonia Białystok,65,69

L. Hoyos,Rafaela,65,69

A. Scifo,Unión Española,65,65

E. Tellechea,Bahía Blanca,65,65

P. Visconti,Trapani,65,66

R. Henry,Brentford,65,81

I. Poblete,CD Cobresal,65,73

A. Pugin,FC Tom Tomsk,65,65

R. Barrios,Florencio Varela,65,73

V. Milinković-Savić,Lechia Gdańsk,65,73

T. Malec,Lillestrøm SK,65,72

Jesús Valentín,SD Huesca,65,71

M. Latour,RCD Espanyol,65,77

M. Holgate,Everton,65,81

A. Ba,RC Lens,65,71

G. Acampora,Perugia,65,74

K. Laimer,FC Red Bull Salzburg,65,75

A. Al Shammari,Al Taawoun,65,66

S. Vega,Millonarios FC,65,77

S. Salazar,Independiente Santa Fe,65,77

C. Bedia,Sporting Charleroi,65,75

I. Bezdenezhnykh,FC Ufa,65,80

M. Frey,1. FC Kaiserslautern,65,78

Q. Cornette,Amiens SC Football,65,72

A. Zuev,Spartak Moscow,65,78

G. Puşcaş,Benevento Calcio,65,75

K. Adams Nuhu,BSC Young Boys,65,69

Anuar,Real Valladolid,65,75

L. Morales,Free,65,65

M. Diop,AC Ajaccio,65,70

A. Maitland-Niles,Arsenal,65,75

Tocantins,Estoril Praia,65,73

B. Barry,Karlsruher SC,65,76

C. Domínguez,Free,65,75

G. Camara,Brescia,65,76

E. Käck,Djurgårdens IF,65,66

M. Gamakov,Lechia Gdańsk,65,73

C. Dunkley,Oxford United,65,71

J. Romain,GFC Ajaccio,65,71

D. Payne,FC Groningen,65,75

M. Sauer,Eintracht Braunschweig,65,72

L. Villarruel,Bahía Blanca,65,69

R. Vera,Club Atlético Patronato,65,65

K. Dowell,Everton,65,81

A. Arregui,Temperley,65,70

F. Brandán,Melbourne City,65,65

M. Giordano,Huracán,65,65

F. Ayaz,Örebro SK,65,72

R. Córdoba,Jaguares Fútbol Club,65,67

F. Banguero,Deportivo Cali,65,66

Kim Min Hyeok,GwangJu FC,65,72

J. Bacuna,FC Groningen,65,75

M. Castro,Unión,65,65

Felipe Pires,FK Austria Wien,65,74

J. Palacios,Alianza Petrolera,65,74

B. Emir,Alanyaspor,65,65

K. Mazek,Ruch Chorzów,65,73

A. Vita,Vicenza,65,72

K. Kerschbaumer,Brentford,65,70

Diego Gregori,Envigado FC,65,75

D. Barbona,Atlético Tucumán,65,76

A. Rossi,Florencio Varela,65,76

R. Brum,Mar del Plata,65,65

W. Mosquera,Jaguares Fútbol Club,65,65

C. González,CD Huachipato,65,70

Oh Chang Hyeon,Pohang Steelers,65,69

M. Riascos,Boyacá Chicó FC,65,67

J. Jones,Coventry City,65,79

G. Giménez,Godoy Cruz,65,69

M. Calzada,Sarandí,65,68

J. McCarthy,Philadelphia Union,65,71

L. Ospina,Fortaleza FC,65,68

A. Figuera,Free,65,66

R. Lacazette,1860 München,65,73

V. Moren,Waasland-Beveren,65,68

P. Cissé,AC Ajaccio,65,71

A. Awaji,Al Ahli,65,65

S. Alberto,PSV,65,75

R. Bagadur,Benevento Calcio,65,75

D. Zhivoglyadov,FC Ufa,65,73

S. Rosso,Brescia,65,75

G. Motupa,Orlando Pirates,65,72

L. Marengo,ADO Den Haag,65,67

M. Guanini,G. La Plata,65,73

F. Stevance,Sporting Charleroi,65,65

O. Myny,Waasland-Beveren,65,72

Christian Rivera,SD Eibar,65,79

A. Barthe,Grasshopper Club Zürich,65,65

B. Niňaj,Sporting Lokeren,65,71

